,Authors,Year,Title,pmid,url,Abstract,Identifier,Bayesian,Randomisation objective,Notes,acronym
63,"Ari M Lipsky , Roger J Lewis",2013 Sep 20;32(21):3752-65.,Response-adaptive decision-theoretic trial design: operating characteristics and ethics,23558674,https://pubmed.ncbi.nlm.nih.gov/23558674,"Abstract Adaptive randomization is used in clinical trials to increase statistical efficiency. In addition, some clinicians and researchers believe that using adaptive randomization leads necessarily to more ethical treatment of subjects in a trial. We develop Bayesian, decision-theoretic, clinical trial designs with response-adaptive randomization and a primary goal of estimating treatment effect and then contrast these designs with designs that also include in their loss function a cost for poor subject outcome. When the loss function did not incorporate a cost for poor subject outcome, the gains in efficiency from response-adaptive randomization were accompanied by ethically concerning subject allocations. Conversely, including a cost for poor subject outcome demonstrated a more acceptable balance between the competing needs in the trial. A subsequent, parallel set of trials designed to control explicitly types I and II error rates showed that much of the improvement achieved through modification of the loss function was essentially negated. Therefore, gains in efficiency from the use of a decision-theoretic, response-adaptive design using adaptive randomization may only be assumed to apply to those goals that are explicitly included in the loss function. Trial goals, including ethical ones, which do not appear in the loss function, are ignored and may even be compromised; it is thus inappropriate to assume that all adaptive trials are necessarily more ethical. Controlling types I and II error rates largely negates the benefit of including competing needs in favor of the goal of parameter estimation. Keywords: Bayesian statistics; adaptive randomization; adaptive trial design; clinical trial ethics; decision theory.",,Y,,,
64,"Anders Granholm , Marie Warrer Munch , Nick Meier , Fredrik Sjövall , Marie Helleberg , Frederik Boëtius Hertz , Benjamin Skov Kaas-Hansen , Hans-Christian Thorsen-Meyer , Lars Wiuff Andersen , Bodil Steen Rasmussen , Jakob Steen Andersen , Trine Lynge Albertsen , Maj-Brit Nørregaard Kjær , Aksel Karl Georg Jensen , Theis Lange , Anders Perner , Morten Hylander Møller",2024 Sep;68(8):1107-1119.,Empirical meropenem versus piperacillin/tazobactam for adult patients with sepsis (EMPRESS) trial: Protocol,38769040,https://pubmed.ncbi.nlm.nih.gov/38769040,"Abstract Background: Piperacillin/tazobactam may be associated with less favourable outcomes than carbapenems in patients with severe bacterial infections, but the certainty of evidence is low. Methods: The Empirical Meropenem versus Piperacillin/Tazobactam for Adult Patients with Sepsis (EMPRESS) trial is an investigator-initiated, international, parallel-group, randomised, open-label, adaptive clinical trial with an integrated feasibility phase. We will randomise adult, critically ill patients with sepsis to empirical treatment with meropenem or piperacillin/tazobactam for up to 30 days. The primary outcome is 30-day all-cause mortality. The secondary outcomes are serious adverse reactions within 30 days; isolation precautions due to resistant bacteria within 30 days; days alive without life support and days alive and out of hospital within 30 and 90 days; 90- and 180-day all-cause mortality and 180-day health-related quality of life. EMPRESS will use Bayesian statistical models with weak to somewhat sceptical neutral priors. Adaptive analyses will be conducted after follow-up of the primary outcome for the first 400 participants concludes and after every 300 subsequent participants, with adaptive stopping for superiority/inferiority and practical equivalence (absolute risk difference <2.5%-points) and response-adaptive randomisation. The expected sample sizes in scenarios with no, small or large differences are 5189, 5859 and 2570 participants, with maximum 14,000 participants and ?99% probability of conclusiveness across all scenarios. Conclusions: EMPRESS will compare the effects of empirical meropenem against piperacillin/tazobactam in adult, critically ill patients with sepsis. Due to the pragmatic, adaptive design with high probability of conclusiveness, the trial results are expected to directly inform clinical practice. Keywords: adaptive clinical trial; carbapenems; empirical antibiotics; meropenem; piperacillin/tazobactam; randomised clinical trial; sepsis; septic shock.",,Y,,,
65,Eleanor M Pullenayegum,2012 Jul 18:94 Suppl 1:29-33.,Adaptive Bayesian randomized trials: realizing their potential,22810444,https://pubmed.ncbi.nlm.nih.gov/22810444,"Abstract Bayesian adaptive designs offer the flexibility to adapt the conduct of a trial in response to accumulating evidence. This ability of the trial to adapt is especially appealing when studying an intervention that evolves rapidly. Examples of design adaptations include dropping arms from a study, sample size re-estimation, or stopping a trial early. The choice of adaptive design must match the objectives of the trial, and this paper gives examples of designs suitable for exploratory trials, explanatory trials, and trials assessing cost-effectiveness.",,Y,,,
66,"Jie Li , Haoda Fu",2013 May;23(3):559-68.,Bayesian adaptive D-optimal design with delayed responses,23611195,https://pubmed.ncbi.nlm.nih.gov/23611195,"Abstract In some disease areas such as diabetes and obesity, patients may need to be studied for several weeks or months for a drug effect to emerge, where longitudinal data are normally collected for each patient. These delayed responses provide challenges to current adaptive design methods. Fu and Manner ( 2010 ) provided an integrated two-component prediction (ITP) model for delayed response adaptive design. In this paper, we extend their ITP model to incorporate a dose-response model in it and propose an ITP Emax model. Furthermore, we propose a utility function for decision making and this utility function is based on D-optimal design theory. We demonstrate our method by a simulation study, and potential sample size reduction is also discussed.",,N,,,
67,"Yifan Zhang , Lorenzo Trippa , Giovanni Parmigiani",2016 Jun;72(2):414-21.,Optimal Bayesian adaptive trials when treatment efficacy depends on biomarkers,26575199,https://pubmed.ncbi.nlm.nih.gov/26575199,"Abstract Clinical biomarkers play an important role in precision medicine and are now extensively used in clinical trials, particularly in cancer. A response adaptive trial design enables researchers to use treatment results about earlier patients to aid in treatment decisions of later patients. Optimal adaptive trial designs have been developed without consideration of biomarkers. In this article, we describe the mathematical steps for computing optimal biomarker-integrated adaptive trial designs. These designs maximize the expected trial utility given any pre-specified utility function, though we focus here on maximizing patient responses within a given patient horizon. We describe the performance of the optimal design in different scenarios. We compare it to Bayesian Adaptive Randomization (BAR), which is emerging as a practical approach to develop adaptive trials. The difference in expected utility between BAR and optimal designs is smallest when the biomarker subgroups are highly imbalanced. We also compare BAR, a frequentist play-the-winner rule with integrated biomarkers and a marker-stratified balanced randomization design (BR). We show that, in contrasting two treatments, BR achieves a nearly optimal expected utility when the patient horizon is relatively large. Our work provides novel theoretical solution, as well as an absolute benchmark for the evaluation of trial designs in personalized medicine. Keywords: Bayesian adaptive designs; Biomarkers; Dynamic programming; Optimal strategy; Personalized medicine.",,Y,,,
68,"M Cellamare , M Milstein , S Ventz , E Baudin , L Trippa , C D Mitnick",2016 Dec 1;20(12):8-12.,Bayesian adaptive randomization in a clinical trial to identify new regimens for MDR-TB: the endTB trial,28240566,https://pubmed.ncbi.nlm.nih.gov/28240566,"Abstract Background: Evidence-based optimization of treatment for multidrug-resistant tuberculosis (MDR-TB), including integration of new drugs, is urgent. Such optimization would benefit from efficient trial designs requiring fewer patients. Implementation of such innovative designs could accelerate improvements in and access to MDR-TB treatment. Objective: To describe the application, advantages, and challenges of Bayesian adaptive randomization in a Phase III non-inferiority trial of MDR-TB treatment. Design: endTB is the first Phase III non-inferiority trial of MDR-TB treatment to use Bayesian adaptive randomization. Methods: We present a simulation study with assumptions for treatment response at 8, 39, and 73 weeks after randomization, on which sample size calculations are based. We show differences between Bayesian adaptive randomization and balanced randomization designs in sample size and number of patients exposed to ineffective regimens. Results: With 750 participants, 27% fewer than required by balanced randomization, the study had 80% power to detect up to two (of five) novel treatment regimens that are non-inferior (margin 12%) to the control (70% estimated efficacy) at 73 weeks post randomization. Comparing Bayesian adaptive randomization to balanced randomization, up to 25% more participants would receive non-inferior regimens. Conclusion: Bayesian adaptive randomization may expose fewer participants to ineffective treatments and enhance the efficiency of MDR-TB treatment trials.",,Y,,,
69,"S Faye Williamson , Peter Jacko , Sofía S Villar , Thomas Jaki",2017 Sep:113:136-153.,A Bayesian adaptive design for clinical trials in rare diseases,28630525,https://pubmed.ncbi.nlm.nih.gov/28630525,"Abstract Development of treatments for rare diseases is challenging due to the limited number of patients available for participation. Learning about treatment effectiveness with a view to treat patients in the larger outside population, as in the traditional fixed randomised design, may not be a plausible goal. An alternative goal is to treat the patients within the trial as effectively as possible. Using the framework of finite-horizon Markov decision processes and dynamic programming (DP), a novel randomised response-adaptive design is proposed which maximises the total number of patient successes in the trial and penalises if a minimum number of patients are not recruited to each treatment arm. Several performance measures of the proposed design are evaluated and compared to alternative designs through extensive simulation studies using a recently published trial as motivation. For simplicity, a two-armed trial with binary endpoints and immediate responses is considered. Simulation results for the proposed design show that: (i) the percentage of patients allocated to the superior arm is much higher than in the traditional fixed randomised design; (ii) relative to the optimal DP design, the power is largely improved upon and (iii) it exhibits only a very small bias and mean squared error of the treatment effect estimator. Furthermore, this design is fully randomised which is an advantage from a practical point of view because it protects the trial against various sources of bias. As such, the proposed design addresses some of the key issues that have been suggested as preventing so-called bandit models from being implemented in clinical practice. Keywords: Bandit models; Bayesian adaptive designs; Clinical trials; Dynamic programming; Rare diseases; Sequential allocation.",,Y,,,
70,"Moreno Ursino , Nigel Stallard",2021 Jan 24;18(3):1022.,Bayesian Approaches for Confirmatory Trials in Rare Diseases: Opportunities and Challenges,33498915,https://pubmed.ncbi.nlm.nih.gov/33498915,"Abstract The aim of this narrative review is to introduce the reader to Bayesian methods that, in our opinion, appear to be the most important in the context of rare diseases. A disease is defined as rare depending on the prevalence of the affected patients in the considered population, for example, about 1 in 1500 people in U.S.; about 1 in 2500 people in Japan; and fewer than 1 in 2000 people in Europe. There are between 6000 and 8000 rare diseases and the main issue in drug development is linked to the challenge of achieving robust evidence from clinical trials in small populations. A better use of all available information can help the development process and Bayesian statistics can provide a solid framework at the design stage, during the conduct of the trial, and at the analysis stage. The focus of this manuscript is to provide a review of Bayesian methods for sample size computation or reassessment during phase II or phase III trial, for response adaptive randomization and of for meta-analysis in rare disease. Challenges regarding prior distribution choice, computational burden and dissemination are also discussed. Keywords: Bayesian; meta-analysis; prior distribution; rare disease; sample size.",,Y,,,
71,"Koji Sasaki , Elias Jabbour , Guillermo Montalban-Bravo , Faezeh Darbaniyan , Kim-Anh Do , Caleb Class , Nicholas J Short , Rashmi Kanagal-Shamana , Tapan Kadia , Gautam Borthakur , Naveen Pemmaraju , Jorge Cortes , Farhad Ravandi , Yesid Alvarado , Kelly Chien , Rami Komrokji , Mikkael A Sekeres , David P Steensma , Amy DeZern , Gail Roboz , Kelly Soltysiak , Hui Yang , Hagop M Kantarjian , Guillermo Garcia-Manero",2022 Oct;1(10):EVIDoa2200034.,Low-Dose Decitabine versus Low-Dose Azacitidine in Lower-Risk MDS,38319837,https://pubmed.ncbi.nlm.nih.gov/38319837,"Abstract BACKGROUND: The hypomethylating agents are part of the standard of care in the treatment of myelodysplastic syndromes (MDS), but their role in patients with lower-risk disease is unclear. METHODS: We randomly assigned patients with previously untreated MDS with low/intermediate-1 risk by the International Prognostic Scoring System with a Bayesian response-adaptive design to receive either 20 mg/m2 decitabine daily or 75 mg/m2 azacitidine daily on days 1 to 3 every 28-day cycle. RESULTS: A total of 113 patients were treated: 73 (65%) with decitabine and 40 (35%) with azacitidine. The overall response rate was 67% and 48% in the decitabine and azacitidine groups, respectively (P=0.042); among 59 patients with baseline transfusion dependency, 19 (32%) reached transfusion independence (decitabine, 16 of 39 [41%]; azacitidine, 3 of 20 [15%]; P=0.039). Of the 19 patients who reached transfusion independence, the median duration of transfusion independency was 22 months. Among 54 patients who were transfusion independent at baseline, 5 patients (9%) became transfusion dependent after therapy. No early death was observed. With a median follow-up of 68 months, the median overall event-free survival and overall survival were 17 months and 33 months, respectively. CONCLUSIONS: Attenuated dose treatment of hypomethylating agents in patients with lower-risk MDS can improve outcomes without dose-limiting side effects in a high-risk cohort as defined by the Lower-Risk Prognostic Scoring System. (Funded in part by The University of Texas MD Anderson Cancer Center and others; ClinicalTrials.gov number, NCT01720225.)",NCT01720225,Y,,,
72,"Emily M Hinchcliff , Anne Knisely , Naomi Adjei , Bryan Fellman , Ying Yuan , Ami Patel , Cai Xu , Shannon N Westin , Anil K Sood , Pamela T Soliman , Aaron Shafer , Nicole D Fleming , David M Gershenson , Raghunandan Vikram , Tharakeswara Bathala , David Vining , Dhakshina M Ganeshan , Karen H Lu , Charlotte C Sun , Larissa A Meyer , Amir A Jazaeri",2024 Apr 1;130(7):1061-1071.,Randomized phase 2 trial of tremelimumab and durvalumab in combination versus sequentially in recurrent platinum-resistant ovarian cancer,38009662,https://pubmed.ncbi.nlm.nih.gov/38009662,"Abstract Background: Single-agent immune checkpoint inhibitors (ICIs) have demonstrated limited responses in recurrent ovarian cancer; however, 30%-40% of patients achieve stable disease. The primary objective was to estimate progression-free survival (PFS) after sequential versus combination cytotoxic T-lymphocyte antigen 4 and programmed death ligand 1 ICIs in patients with platinum-resistant high-grade serous ovarian cancer (HGSOC). Methods: Patients were randomized to a sequential arm (tremelimumab followed by durvalumab on progression) or a combination arm (tremelimumab plus durvalumab, followed by durvalumab) via a Bayesian adaptive design that made it more likely for patients to be randomized to the more effective arm. The primary end point was immune-related PFS (irPFS). Results: Sixty-one subjects were randomized to sequential (n = 38) or combination therapy (n = 23). Thirteen patients (34.2%) in the sequential arm received durvalumab. There was no difference in PFS in the sequential arm (1.84 months; 95% CI, 1.77-2.17 months) compared with the combination arm (1.87 months; 95% CI, 1.77-2.43 months) (p = .402). In the sequential arm, no responses were observed, although 12 patients (31.6%) demonstrated stable disease. In the combination arm, two patients (8.7%) had partial response, whereas one patient (4.4%) had stable disease. Adverse events were consistent with those previously reported for ICIs. Patient-reported outcomes were similar in both arms. Conclusions: There was no difference in irPFS for combination tremelimumab plus durvalumab compared to tremelimumab alone (administered as part of a sequential treatment strategy) in a heavily pretreated population of patients with platinum-resistant HGSOC. Response rates were comparable to prior reports, although the combination regimen did not add significant benefit, as has been previously described. Trial registration: ClinicalTrials.gov NCT03026062. Keywords: immune checkpoint inhibitors; immunotherapy; ovarian neoplasms; patient-reported outcome measures; randomized controlled trial.",NCT03026062,Y,,,
73,"Andre Schultz , Julie A Marsh , Benjamin R Saville , Richard Norman , Peter G Middleton , Hugh W Greville , Matthew I Bellgard , Scott M Berry , Tom Snelling",2019 Mar 28:10:301.,Trial Refresh: A Case for an Adaptive Platform Trial for Pulmonary Exacerbations of Cystic Fibrosis,30983998,https://pubmed.ncbi.nlm.nih.gov/30983998,"Abstract Cystic fibrosis is a genetic disease typically characterized by progressive lung damage and premature mortality. Pulmonary exacerbations, or flare-ups of the lung disease, often require hospitalization for intensive treatment. Approximately 25% of patients with cystic fibrosis do not recover their baseline lung function after pulmonary exacerbations. There is a relative paucity of evidence to inform treatment strategies for exacerbations. Compounding this lack of evidence, there are a large number of treatment options already as well as becoming available. This results in significant variability between medication regimens prescribed by different physicians, treatment centers and regions with potentially adverse impact to patients. The conventional strategy is to undertake essential randomized clinical trials to inform treatment decisions and improve outcomes for patients with exacerbations. However, over the past several decades, clinical trials have generally failed to provide information critical to improved treatment and management of exacerbations. Bayesian adaptive platform trials hold the promise of addressing clinical uncertainties and informing treatment. Using modeling and response adaptive randomization, they allow for the evaluation of multiple treatments across different management domains, and progressive improvement in patient outcomes throughout the course of the trial. Bayesian adaptive platform trials require substantial amounts of preparation. Basic preparation includes extensive stakeholder involvement including elicitation of consumer preferences and clinician understanding of the research topic, defining the research questions, determining the best outcome measures, delineating study sub-groups, in depth statistical modeling, designing end-to-end digital solutions seamlessly supporting clinicians, researchers and patients, constructing randomisation algorithms and importantly, defining pre-determined intra-study end-points. This review will discuss the motivation and necessary steps required to embark on a Bayesian adaptive platform trial to optimize medication regimens for the treatment of pulmonary exacerbations of cystic fibrosis. Keywords: Bayesian; adaptive trial; cystic fibrosis; exacerbations; master protocol; platform trial; response adaptive randomisation.",,Y,,,
74,"Melanie Quintana , Daniel H Li , Tina M Albertson , Jason T Connor",2016 May:48:153-65.,A Bayesian adaptive phase 1 design to determine the optimal dose and schedule of an adoptive T-cell therapy in a mixed patient population,27109037,https://pubmed.ncbi.nlm.nih.gov/27109037,"Abstract We present a novel Bayesian adaptive phase 1 design to determine the optimal dosing regimen for an adoptive T-cell therapy in a mixed patient population. Our design is motivated by a B-cell Non-Hodgkin Lymphoma trial evaluating multiple dosing regimens within multiple disease subtypes. A utility score is calculated from both safety and efficacy utility functions and used to guide dose-escalation decisions. We pool safety data across disease subtypes and use a single dose-toxicity model while sharing efficacy information between disease subtypes using a hierarchical dose-response model. In addition, an adaptive randomization approach is applied to dynamically assign patients to a regimen when more than one regimen is open for enrollment. We illustrate this study design through a simulated trial example, and we investigate the operating characteristics using simulation studies. Keywords: Adaptive randomization; Bayesian adaptive; Hierarchical modeling; Mixed population; Phase 1; Utility score.",,Y,,,
75,"Kathy S Albain , Christina Yau , Emanuel F Petricoin , Denise M Wolf , Julie E Lang , A Jo Chien , Tufia Haddad , Andres Forero-Torres , Anne M Wallace , Henry Kaplan , Lajos Pusztai , David Euhus , Rita Nanda , Anthony D Elias , Amy S Clark , Constantine Godellas , Judy C Boughey , Claudine Isaacs , Debu Tripathy , Janice Lu , Rachel L Yung , Rosa I Gallagher , Julia D Wulfkuhle , Lamorna Brown-Swigart , Gregor Krings , Yunn Yi Chen , David A Potter , Erica Stringer-Reasor , Sarah Blair , Smita M Asare , Amy Wilson , Gillian L Hirst , Ruby Singhrao , Meredith Buxton , Julia L Clennell , Ashish Sanil , Scott Berry , Adam L Asare , Jeffrey B Matthews , Angela M DeMichele , Nola M Hylton , Michelle Melisko , Jane Perlmutter , Hope S Rugo , W Fraser Symmans , Laura J Van't Veer , Douglas Yee , Donald A Berry , Laura J Esserman",2024 Feb 16;30(4):729-740.,Neoadjuvant Trebananib plus Paclitaxel-based Chemotherapy for Stage II/III Breast Cancer in the Adaptively Randomized I-SPY2 Trial-Efficacy and Biomarker Discovery,38109213,https://pubmed.ncbi.nlm.nih.gov/38109213,"Abstract Purpose: The neutralizing peptibody trebananib prevents angiopoietin-1 and angiopoietin-2 from binding with Tie2 receptors, inhibiting angiogenesis and proliferation. Trebananib was combined with paclitaxel±trastuzumab in the I-SPY2 breast cancer trial. Patients and methods: I-SPY2, a phase II neoadjuvant trial, adaptively randomizes patients with high-risk, early-stage breast cancer to one of several experimental therapies or control based on receptor subtypes as defined by hormone receptor (HR) and HER2 status and MammaPrint risk (MP1, MP2). The primary endpoint is pathologic complete response (pCR). A therapy ""graduates"" if/when it achieves 85% Bayesian probability of success in a phase III trial within a given subtype. Patients received weekly paclitaxel (plus trastuzumab if HER2-positive) without (control) or with weekly intravenous trebananib, followed by doxorubicin/cyclophosphamide and surgery. Pathway-specific biomarkers were assessed for response prediction. Results: There were 134 participants randomized to trebananib and 133 to control. Although trebananib did not graduate in any signature [phase III probabilities: Hazard ratio (HR)-negative (78%), HR-negative/HER2-positive (74%), HR-negative/HER2-negative (77%), and MP2 (79%)], it demonstrated high probability of superior pCR rates over control (92%-99%) among these subtypes. Trebananib improved 3-year event-free survival (HR 0.67), with no significant increase in adverse events. Activation levels of the Tie2 receptor and downstream signaling partners predicted trebananib response in HER2-positive disease; high expression of a CD8 T-cell gene signature predicted response in HR-negative/HER2-negative disease. Conclusions: The angiopoietin (Ang)/Tie2 axis inhibitor trebananib combined with standard neoadjuvant therapy increased estimated pCR rates across HR-negative and MP2 subtypes, with probabilities of superiority >90%. Further study of Ang/Tie2 receptor axis inhibitors in validated, biomarker-predicted sensitive subtypes is warranted.",,Y,,,
76,"Sijin Wen , Jing Ning , Sean Collins , Donald Berry",2017 Jan:52:46-53.,A response-adaptive design of initial therapy for emergency department patients with heart failure,27838474,https://pubmed.ncbi.nlm.nih.gov/27838474,"Abstract Finding safe and effective treatments for acute heart failure syndrome (AHFS) is a high priority. More than 80% of patients with AHFS who present to emergency departments are treated identically with intravenous diuretics, despite recognition of the syndrome's heterogeneity. We hypothesize that matching patient profiles with ""personalized"" AHFS treatments will improve outcomes. Matching multiple heterogeneous clinical profiles with a number of potentially effective treatments requires an adaptive trial design that can adjust for these complexities. We propose a Bayesian response-adaptive randomization trial design for AHFS patients. Baseline information collected for each patient with AHFS prior to randomization includes blood pressure, renal function, and dyspnea severity. The primary outcome is discharge readiness within 23h of presentation and no unplanned emergency visits or admissions for acute heart failure within 7days of discharge. We use a Bayesian logistic regression model to characterize the association between primary outcome and patient profile. We adaptively randomize patients to one of five treatments, basing the randomization probability on the cumulative data from the ongoing trial and fitting results from the regression model. Simulations show high probability of selecting the best treatment corresponding to the patient's profile while allocating more patients to the efficacious treatments within the trial. Keywords: Adaptive randomization; Bayesian; Clinical trial design; Heart failure; Urn design.",,Y,,,
77,"David A Potter , César A Herrera-Ponzanelli , Diego Hinojosa , Rafael Castillo , Irwin Hernandez-Cruz , Victor A Arrieta , Michael J Franklin , Douglas Yee",2021 Jan 4:10:2.,Recent advances in neoadjuvant therapy for breast cancer,33659921,https://pubmed.ncbi.nlm.nih.gov/33659921,"Abstract Neoadjuvant trials for early breast cancer have accelerated the identification of novel active agents, enabling streamlined conduct of registration trials with fewer subjects. Measurement of neoadjuvant drug effects has also enabled the identification of patients with high risk of distant recurrence and has justified development of additional adjuvant approaches to improve outcomes. Neoadjuvant evaluation of new drugs was significantly improved by the introduction of pathologic complete response (pCR) rate as a quantitative surrogate endpoint for distant disease-free survival (DDFS) and event free survival (EFS). The neoadjuvant phase 2 platform trial I-SPY 2 simultaneously tests multiple drugs across multiple breast cancer subtypes using Bayesian methods of adaptive randomization for assessment of drug efficacy. In addition to the pCR endpoint, the I-SPY 2 trial has demonstrated that the residual cancer burden (RCB) score measures gradations of tumor response that correlate with DDFS and EFS across treatments and subtypes. For HER2-positive and triple-negative breast cancers that have failed to attain pCR with neoadjuvant chemotherapy (NAC), effective modifications of adjuvant treatment have improved outcomes and changed the standard of care for these subtypes. Neoadjuvant therapy is therefore preferred for stage II and III, as well as some stage I, HER2-positive and triple-negative tumors. Neoadjuvant endocrine therapy (NET) strategies have also emerged from innovative trials for stage II and III estrogen receptor (ER)-positive/HER2-negative tumors, as in the ALTERNATE trial. From neoadjuvant trials, opportunities have emerged to de-escalate therapy on the basis of metrics of response to chemotherapy or hormonal therapy. Neoadjuvant therapy for early breast cancer is therefore emerging as a promising approach to accelerate new drug development, optimize treatment strategies, and (where appropriate) de-escalate neoadjuvant therapy. Keywords: adaptive design; breast cancer; neoadjuvant therapy.",,Y,,,
78,"Jérôme Fleuriet , Nicholas Heming , Ferhat Meziani , Jean Reignier , Pierre-Louis Declerq , Emmanuelle Mercier , Grégoire Muller , Gwenhaël Colin , Xavier Monnet , Adrien Robine , Shidasp Siami , Fabrice Uhel , Jean-Pierre Quenot , Gaetan Plantefeve , Julio Badie , Francis Schneider , Charles Cerf , Gilles Troché , Mehran Monchi , Jean-Paul Mira , Bruno Francois , Sylvie Chevret , Djillali Annane ; RECORDS consortium; CRICS TRIGGERSEP network",2023 Mar 10;13(3):e066496.,"Rapid rEcognition of COrticosteRoiD resistant or sensitive Sepsis (RECORDS): study protocol for a multicentre, placebo-controlled, biomarker-guided, adaptive Bayesian design basket trial",36898751,https://pubmed.ncbi.nlm.nih.gov/36898751,"Abstract Introduction: Corticosteroids affect variably survival in sepsis trials, suggesting heterogeneity in patients' response to corticosteroids. The RECORDS (Rapid rEcognition of COrticosteRoiD resistant or sensitive Sepsis) trial aimed at defining endotypes associated with adults with sepsis responsiveness to corticosteroids. Methods and analysis: RECORDS, a multicentre, placebo-controlled, biomarker-guided, adaptive Bayesian design basket trial, will randomly assign to a biomarker stratum 1800 adults with community-acquired pneumonia, vasopressor-dependent sepsis, septic shock or acute respiratory distress syndrome. In each stratum, patients will be randomly assigned to receive a 7-day course of hydrocortisone and fludrocortisone or their placebos. Patients with COVID-19 will be treated with a 10-day standard course of dexamethasone and randomised to fludrocortisone or its placebo. Primary outcome will be 90-day death or persistent organ dysfunction. Large simulation study will be performed across a range of plausible scenarios to foresee power to detect a 5%-10% absolute difference with corticosteroids. We will assess subset-by-treatment interaction by estimating in a Bayesian framework two quantities: (1) measure of influence, relying on the value of the estimation of corticosteroids' effect in each subset, and (2) measure of interaction. Ethics and dissemination: The protocol was approved by the Ethics Committee (Comité de Protection des Personnes, Dijon, France), on 6 April 2020. Trial results will be disseminated at scientific conferences and results will be published in peer-reviewed journals. Trial registration number: ClinicalTrials.gov Registry (NCT04280497). Keywords: adult intensive & critical care; clinical trials; respiratory infections.",,Y,,,
79,"Yunyun Jiang , Wenle Zhao , Valerie Durkalski-Mauldin",2020;30(1):69-88.,Time-trend impact on treatment estimation in two-arm clinical trials with a binary outcome and Bayesian response adaptive randomization,31017843,https://pubmed.ncbi.nlm.nih.gov/31017843,"Abstract Clinical trial design and analysis often assume study population homogeneity, although patient baseline profile and standard of care may evolve over time, especially in trials with long recruitment periods. The time-trend phenomenon can affect the treatment estimation and the operating characteristics of trials with Bayesian response adaptive randomization (BRAR). The mechanism of time-trend impact on BRAR is increasingly being studied but some aspects remain unclear. The goal of this research is to quantify the bias in treatment effect estimation due to the use of BRAR in the presence of time-trend. In addition, simulations are conducted to compare the performance of three commonly used BRAR algorithms under different time-trend patterns with and without early stopping rules. The results demonstrate that using these BRAR methods in a two-arm trial with time-trend may cause type I error inflation and treatment effect estimation bias. The magnitude and direction of the bias are affected by the parameters of the BRAR algorithm and the time-trend pattern. Keywords: Bayesian response adaptive randomization; adaptive allocation; bias; clinical trial; time-trend.",,Y,,,
80,"Rebecca S S Tidwell , Peter F Thall , Ying Yuan",2021 Nov 10:5:PO.21.00212.,Lessons Learned From Implementing a Novel Bayesian Adaptive Dose-Finding Design in Advanced Pancreatic Cancer,34805718,https://pubmed.ncbi.nlm.nih.gov/34805718,"Abstract Purpose: Novel Bayesian adaptive designs provide an effective way to improve clinical trial efficiency. These designs are superior to conventional methods, but implementing them can be challenging. The aim of this article was to describe what we learned while applying a novel Bayesian phase I-II design in a recent trial. Methods: The primary goal of the trial was to optimize radiation therapy (RT) dose among three levels (low, standard, and high), given either with placebo (P) or an investigational agent (A), for treating locally advanced, radiation-naive pancreatic cancer, deemed appropriate for RT rather than surgery. Up to 48 patients were randomly assigned fairly between RT plus P and RT plus A, with RT dose-finding done within each arm using the late-onset efficacy-toxicity design on the basis of two coprimary end points, tumor response and dose-limiting toxicity, both evaluated at up to 90 days. The random assignment was blinded, but within each arm, unblinded RT doses were chosen adaptively using software developed within the institution. Results: Implementing the design involved double-blind balance-restricted random assignment, real-time assessment of patient outcomes to evaluate the efficacy-toxicity trade-off for each RT dose in each arm to optimize each patient's RT dose adaptively, and transition from a single-center trial to a multicenter trial. We present lessons learned and illustrative documentation. Conclusion: Implementing novel Bayesian adaptive trial designs requires close collaborations between physicians, pharmacists, statisticians, data managers, and sponsors. The process is difficult but manageable and essential for efficient trial conduct. Close collaboration during trial conduct is a key component of any trial that includes real-time adaptive decision rules.",,Y,,,
81,"Jennifer Proper , Thomas A Murray",2023 Jun;79(2):1433-1445.,An alternative metric for evaluating the potential patient benefit of response-adaptive randomization procedures,35394063,https://pubmed.ncbi.nlm.nih.gov/35394063,"Abstract When planning a two-arm group sequential clinical trial with a binary primary outcome that has severe implications for quality of life (e.g., mortality), investigators may strive to find the design that maximizes in-trial patient benefit. In such cases, Bayesian response-adaptive randomization (BRAR) is often considered because it can alter the allocation ratio throughout the trial in favor of the treatment that is currently performing better. Although previous studies have recommended using fixed randomization over BRAR based on patient benefit metrics calculated from the realized trial sample size, these previous comparisons have been limited by failures to hold type I and II error rates constant across designs or consider the impacts on all individuals directly affected by the design choice. In this paper, we propose a metric for comparing designs with the same type I and II error rates that reflects expected outcomes among individuals who would participate in the trial if enrollment is open when they become eligible. We demonstrate how to use the proposed metric to guide the choice of design in the context of two recent trials in persons suffering out of hospital cardiac arrest. Using computer simulation, we demonstrate that various implementations of group sequential BRAR offer modest improvements with respect to the proposed metric relative to conventional group sequential monitoring alone. Keywords: Bayesian adaptive design; binary outcomes; decision theory; group sequential; phase II.",,Y,,,
